,Doc,Topic,Doc_ID,new_labels
1109,That abdominal pain that requires 12 advil a day and continues for years should be checked with a CT scan. At least my bone mets would have been seen and treatment would have started years ealier.,-1,1109,Ambiguous
1110,Where ILC can spread and how to best keep estrogen levels low,6,1110,Endocrine therapy
1111,"Neeed got different imaging with dense breasts, sneakiness of lobular, how lobular tumors feel different",9,1111,ILC unique features
1112,That there was a possibility of getting breast cancer because of HRT,12,1112,Influence of breast density
1113,Preventative hysterectomy,-1,1113,Ambiguous
1114,Additional screening for women with dense breasts,12,1114,Influence of breast density
1115,Breast cancer in general,12,1115,Influence of breast density
1116,Did not tell me HRT can cause Breast Cancer,12,1116,Influence of breast density
1117,"Given possible spread to reproductive organs, routine monitoring for endometrial hyperplasia, prophylactic hysterectomy, etc.",-1,1117,Ambiguous
1118,How difficult it is to detect.,10,1118,Cancer detection and screening
1119,How to deliver the news,3,1119,ILC unique features
1120,"ILC imaging difficulties e.g., mammo and dense tissue",-1,1120,Ambiguous
1121,"That breast cancer could present as thickened changes in my breast, not as a lump",12,1121,Influence of breast density
1122,that ilc existed and that it couldn't be seen in scans,10,1122,Cancer detection and screening
1123,That is can metastecize to the uterus and ovaries,-1,1123,Ambiguous
1124,That it can be caused by hormone treatment.,6,1124,Endocrine therapy
1125,That it may not show on mammogram and it forms no distinct lump芒鈧especially in dense breast tissue,12,1125,Influence of breast density
1126,That lobular often missed on mammogram,-1,1126,Ambiguous
1127,That mammograms often don't show ILC,12,1127,Influence of breast density
1128,Why dont you recommend a hysterectomy given that my endometrial qalk us 15mm and i have not raken tamixifen or hrt and am now in menopause and my er/pr was 95%,-1,1128,Ambiguous
1129,Why other detection methods are not available to women - only mammograms,12,1129,Influence of breast density
1130,Wish he had been more insistent on re-checking a previous negative biopsy,-1,1130,Ambiguous
1131,That having fibrocystic breast disease or dense breasts is a cancer risk factor,12,1131,Influence of breast density
1132,My PCP knew nothing about lobular,9,1132,ILC unique features
1133,All the items I just entered NO for.,-1,1133,Ambiguous
1134,The NUrse Practitioner has also never mentioned Anything about ILC.,11,1134,ILC unique features
1135,Alternatives to pharmaceuticals,5,1135,Personalized treatment and mental care
1136,"I still do not know how to check breasts and I think breast nurses should be trained to do it and check survivers yearly, esp when so few offering MRI or ultra sound scans.",12,1136,Influence of breast density
1137,Symptoms of recurrence to be aware of,8,1137,Metastasis
1138,An opportunity to speak to a breast care nurse with lobular experience,-1,1138,Ambiguous
1139,BCN useless,-1,1139,Ambiguous
1140,GP,7,1140,Cancer detection and screening
1141,That lobular can come back many years later,9,1141,ILC unique features
1142,Thank goodness for my radiologist that day who set up a biopsy just to be sure that the calcifications were benign because they were malignant.,-1,1142,Ambiguous
1143,"the initial imaging people - I felt something in my breast, my general practitioner sent me for a mammogram and an ultrasound but both were negative. I didn't know about ILC at the time but I wish I had known as I would have asked for an MRI or further testing because I now know that the usual imaging doesn't detect ILC much of the time. If it had been diagnosed first when I found it, it would have been much smaller and possibly with less lymph node involvement. Who knows if I would have metastatic ILC now and looking at a death sentence. Because the imaging didn't work.",12,1143,Influence of breast density
1144,"Breast density, follow up with MR rather than mammography",12,1144,Influence of breast density
1145,that mammograms arent sufficient for detection,12,1145,Influence of breast density
1146,dense breast require 3D imaging,12,1146,Influence of breast density
1147,"Recurrences rates for Pleomorphic, what symptoms to monitor",8,1147,Metastasis
1148,"I wish I could hear from those reading my CTs, etc. that they were looking specifically for lobular features in my scans and looking at places lobular is known to spread to",9,1148,ILC unique features
1149,Na,-1,1149,Ambiguous
1150,Radiologist- I now believe that my lobular cancer was hiding in the imaging of my dense breasts,9,1150,ILC unique features
1151,"Plastic surgeon.  As my implants have since been ""recalled"" I kind of wish we had discussed saline alternatives, but overall I am extremely happy with my reconstruction.",-1,1151,Ambiguous
1152,"The nurse that told me I had cancer should have been more knowledgeable about ILC and more upfront, warning that the actual tumor could be much larger than what was shown on ultrasound.",-1,1152,Ambiguous
1153,All information (very minimal) I got from nursing staff.,-1,1153,Ambiguous
1154,Survivorship counselor had no knowledge whatsoever about ILC.,-1,1154,Ambiguous
1155,Itchiness and hardness dismissed!,10,1155,Cancer detection and screening
1156,That estrogen is always produced and prognosis sounds not promising for ilc,6,1156,Endocrine therapy
1157,Should have been given details on how specifically ILC metastasis,-1,1157,Ambiguous
1158,Help to recognise reoccurrence,0,1158,Recurrence
1159,Radiologist should have ordered mri years before my dx to have caught it. Dense breasts and ended up with 8cm ilc,-1,1159,Ambiguous
1160,Needed a navigator and formal post op instructions for Physio and lymphatic drainage,-1,1160,Ambiguous
1161,Effect of thyroid on cancer meds or bone meds,6,1161,Endocrine therapy
1162,"General ignorance of adequate scanning, giving me an insurance/standard of care (a legal lemming defense I consider imbeciic)  consultation rather than a medical consultation. The supposed disinterest of the National Cancer Institute on reporting the average size/stage of lobular cancer by initial diagnosis scanning method. Yes mammograms EVENTUALLY see almost all breast cancer. Stage 3 and above for ANY cancer is ridiculous!",9,1162,ILC unique features
1163,That's general - but no good resources for mental impact are available,5,1163,Personalized treatment and mental care
1164,I needed and still need access to a pharmacist to help me manage the use of supplements during treatment.  I had to talk to pharmacy students for assistance and do my own research.,5,1164,Personalized treatment and mental care
1165,Got concern there too when I mentioned colon exam need,-1,1165,Ambiguous
1166,"My PCP was unaware of any difference between ductal and lobular. Also, all MDs need to learn about AI side effects, especially in terms of non-opioid pain management",9,1166,ILC unique features
1167,Oncology/rehab physio - the most important person for the long term management of cancer treatments,-1,1167,Ambiguous
1168,Nothing,10,1168,Cancer detection and screening
1169,Nothing,10,1169,Cancer detection and screening
1170,Note:  I fired my first medical and radiation oncologists because they both proposed treatment that was contraindicated for me,4,1170,Radiation therapy
1171,Recurrence locations and unique differences with ILC,11,1171,ILC unique features
1172,Psychologist or therapist,5,1172,Personalized treatment and mental care
1173,"BCN weren't that informative up front, after smx they were better, when capsular spread was found and full node clearance recommended I had to push to talk to the surgeon and get more details on spread and reason for node clearance",-1,1173,Ambiguous
1174,"Breast care nurse, what to look out for metastatic sites",-1,1174,Ambiguous
1175,Radiology: Problems detecting,7,1175,Cancer detection and screening
1176,"Lymphedema, ai side effects",-1,1176,Ambiguous
1177,Genetics counselor to better understand genomic testing of tumors. Earlier genomic testing of tumors to allow for targeted and personalized treatments.,-1,1177,Ambiguous
1178,Subtype,-1,1178,Ambiguous
1179,"Breast cancer does not always show a lump, or show on imaging",12,1179,Influence of breast density
1180,I wish everyone was educated on ILC and the treatments,11,1180,ILC unique features
1181,Nurse. She is my main contact. Couldn't tell the difference between ILC and IDC. Tried to tell me not to worry: We know what we are doing.,11,1181,ILC unique features
1182,Nurse navigator didn't seem to have any knowledge of ILC's characteristics.,11,1182,ILC unique features
1183,The initial diagnosis may change after we get more information with each test.,-1,1183,Ambiguous
1184,That side effects can vary on jadication - even between brands and to not give up on them.,6,1184,Endocrine therapy
1185,"May GP shpould have marked request for mmammogram as urgent. That the Genome team in Valencia considered it 'normal' to have cancer at 74, therefor emy daughter of 47 is not  eligible for genetic testing even though she has dense breast tissue, has never had children , and my mohter and three sisters all dies of female cancers.",-1,1185,Ambiguous
1186,"that a radiologist were aware more of ILC unusual presentation and with dense breasts, and HRT and be more aggressive with adding MRI and doing biopsy.",12,1186,Influence of breast density
1187,The importance of getting ultrasound or MRI to detect ILC in the remaining breast.,12,1187,Influence of breast density
1188,survivorship - monitoring for recurrance,-1,1188,Ambiguous
1189,Radiologist - that ILC can be sneaky and hide especially in dense breasts,-1,1189,Ambiguous
1190,Different mets sites,-1,1190,Ambiguous
1191,That a rash that never goes and a growing obvious lumpnin my breast could be recurrent cancer,12,1191,Influence of breast density
1192,That lobular and invasive differ initially in survival but that the curves meet as time passes,9,1192,ILC unique features
1193,"That lobular can be hard to see on scans, explaining why it took 5 years to diagnose and the difficulties with monitoring. What they are specifically looking for with lobular on scans that is different from ductal. My breast density and that it compounds the difficulty of seeing lobular on imaging",-1,1193,Ambiguous
1194,A total lymph node dissection will cause disabilities for life,-1,1194,Ambiguous
1195,Radiologist: explain differnces  in imaging/view images,7,1195,Cancer detection and screening
1196,What else to look/check for,0,1196,Recurrence
1197,that ILC may come back after most breast cancer survivors are off the hook!,11,1197,ILC unique features
1198,"I wish my GP had realized that my dense breast tissue meant that even though the mammogram showed nothing for several years, the lump I could feel should've been biopsied or that I should've had an MRI.",12,1198,Influence of breast density
1199,That it presents with different symptoms ie thickening and not a lump and pain. My GP when presented with these symptoms diagnosed muscle pain and prescribed paracetamol!,8,1199,Metastasis
1200,"I don't know if my Plastic Surgeon knows much about the difference or whether he should be looking for certain signs of recurrence in the future.  I also only got one option for reconstruction (or stay flat). Also, I didn't really understand what it would mean to have tissue expanders for a year or more.",-1,1200,Ambiguous
1201,Nurse navigator,-1,1201,Ambiguous
1202,PS: The chances of developing capsular contracture,-1,1202,Ambiguous
1203,alternative therapies,5,1203,Personalized treatment and mental care
1204,"A social worker or psychologist: I was not able to have any sufficient mental help after being diagnosed, going through the intense insanity. It is very needed to have informed, gentle mental help.",5,1204,Personalized treatment and mental care
1205,ILC was not seen as a real separate and distinct cancer. My own reading and participation in your seminar was of great help.,-1,1205,Ambiguous
1206,Breast  Nurse haf no experience of Lobular,9,1206,ILC unique features
1207,"Significance of ""pleomorphic"" and ""vascular invasion""",-1,1207,Ambiguous
1208,N/a,-1,1208,Ambiguous
1209,"unique metastic routes, needing different treatment vs. ductal",-1,1209,Ambiguous
1210,N/a,-1,1210,Ambiguous
1211,"I kept reading about the ""team"" who takes care of me, but there was no team working with me.",-1,1211,Ambiguous
1212,"Symptoms of recurrence may be different to other breast cancers. I had pain, which was dismissed. Imaging may be very inaccurate. Mine was occult. Staff need to listen more, and act, and not just follow a standard breast cancer pathway.",12,1212,Influence of breast density
1213,nurses minimised the recovery time and suggested I would be back to 'normal' in 3-4 weeks. Recovery took a lot longer and I cetianily didn't get back to 'normal'. Information about more diverse mastectomy experieinces including potential for ongoing pain which I have had.,2,1213,Surgery
1214,Nurse Practitioner knowing to follow-up on abdominal area,-1,1214,Ambiguous
1215,"Basic care, things that might help recovery",5,1215,Personalized treatment and mental care
1216,Better nutrition during chemo,1,1216,Chemotherapy
1217,Nurse,-1,1217,Ambiguous
1218,"Diet for balancing hormones and reducing possibility for cancer to return, lifestyle changes, mental awareness, stress management",-1,1218,Ambiguous
1219,"Should I, can I, be monitored with MRIs from now on?",7,1219,Cancer detection and screening
1220,The need to use further imaging/diagnostic f ollow up imaging for years of mammogram identifying dense breasts by,12,1220,Influence of breast density
1221,Fases herstel en verwerking met mammacare verpleegkundige,12,1221,Influence of breast density
1222,patients with dense breast should get MRI's instead of mammograms,12,1222,Influence of breast density
1223,What to be aware of.  As a survivor I feel like no one cares and I need to be my own advocate,-1,1223,Ambiguous
1224,Specialist nurse...effects of oestrogen deprivation and how to manage this.,6,1224,Endocrine therapy
1225,PCP should have asked for 3d mammogram sooner,12,1225,Influence of breast density
1226,Gastroenterologist - propensity for gut involvement,-1,1226,Ambiguous
1227,same as above,3,1227,ILC unique features
1228,potential use of hormone inhibitors to reduce tumor before being operated,6,1228,Endocrine therapy
1229,Mammogram - do a biopsy sooner on thickened area instead of repeating mammograms every 3 months.,12,1229,Influence of breast density
1230,"Primary care doc:  All women should have a 3D breast ultrasound every year, especially those of us with dense breasts. My 3cm tumor never ever did show on a mammagram.",12,1230,Influence of breast density
1231,Follow up scans other than ordinary mammogram,12,1231,Influence of breast density
1232,Family doctor re: what to monitor for long term treatment side effects - eg. chemo and radiation effects on heart function,6,1232,Endocrine therapy
1233,GP - to monitor me properly for signs of recurrance,0,1233,Recurrence
1234,"Plastic surgeon. She talked me into direct reco to fast while with Ilc the tumor can be so much larger than imaging shows. Hence, with hindsight I would prefer of she had advised me to delay any reco possibility. As my tumor was so big, radiation and chemo caused the reco to fail",-1,1234,Ambiguous
1235,better lymphedema treatment,-1,1235,Ambiguous
1236,How difficult it is to detect.,10,1236,Cancer detection and screening
1237,"was told by a gynecologist years ago that brca2 didn't matter, didn't mean you would get breast cancer",12,1237,Influence of breast density
1238,Wish the radiologist would not have dismissed a biopsy clip as already reviewed,7,1238,Cancer detection and screening
1239,"Aftercare, reoccurance",-1,1239,Ambiguous
1240,Breast care nurse,-1,1240,Ambiguous
1241,"Gastroenterologist - I asked about spread of ILC to GI tract and whether I needed to get biopsied during my colonoscopy and only got a general ""you look fine"". I know it isn't easy to see and still don't know if he really looked",-1,1241,Ambiguous
1242,Gp. That it represents itself differently.  Not on mammogram.,12,1242,Influence of breast density
1243,I do not really know,-1,1243,Ambiguous
1244,"I had to look up ILC to know what it was.  I would've appreciated any or all of my medical team to have discussed ILC with me at all.  None did until I brought it up, then they all said ILC has better outcomes than Ductal breast cancer.",-1,1244,Ambiguous
1245,Looking in the mirror during self exam,-1,1245,Ambiguous
1246,Metasises in unique places,8,1246,Metastasis
1247,More about how to move on after cancer emotionally,-1,1247,Ambiguous
1248,Not picked up on mammogram,12,1248,Influence of breast density
1249,Nurse,-1,1249,Ambiguous
1250,radiologist- D dense breast tissue is a high risk for cancer,12,1250,Influence of breast density
1251,That ilc is discovered when it is too late. I had complaints of producing milj 2 years before diagnosis and bumbs in my breast. Mammografic and ultrasound showed nithing. I wish they had suggested MRI,12,1251,Influence of breast density
1252,That it does not show up on mammo,12,1252,Influence of breast density
1253,That it dont have so god prognoses,-1,1253,Ambiguous
1254,"that it presents differently and that I possibly could have been diagnosed sooner possibly resulting in less treatment if I had been screened more regularly or educated about how it presents. I recognized a physical change many years earlier and mentioned pain but did not pursue treatment because was told that it was not breast cancer. I did not follow up on further symptoms until 5 or 6 years later when I noticed more obvious physical changes and was due for a mamogram at age 50. I believe that women should be made aware of ILC and that you may be more at risk if you have dense breasts. No one ever talked to me about that, and becuase I didn't have any knowledge of breast cancer I followed the recommended screening which was not to have a mammogram until age 50.",12,1254,Influence of breast density
1255,That mammograms can be wrong and miss ILC - took me years to get diagnosed,12,1255,Influence of breast density
1256,the effects of fear of return,0,1256,Recurrence
1257,The fact that it can metastasize in unusual places and the fact that it may not show up as cancer on a routine mammogram.,-1,1257,Ambiguous
1258,What specifically to look for in the future in case of a recurrence.,0,1258,Recurrence
1259,What to look for with recurrence,0,1259,Recurrence
